codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
1200LNE-17,3.0,4.0,4.0,5.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2017-03-28,nero,manica lunga
12015421FACM-19,1.0,13.0,15.0,8.0,12.0,11.0,9.0,0.0,3.0,0.0,0.0,1.0,2019-02-23,fantasia,bambolina
12015421FARS-19,4.0,10.0,19.0,9.0,13.0,7.0,7.0,4.0,3.0,1.0,5.0,0.0,2019-02-23,fantasia,bambolina
12015421VAVFANE-19,1.0,1.0,1.0,0.0,1.0,23.0,21.0,16.0,6.0,8.0,2.0,0.0,2019-07-31,fantasia,bambolina
12015421VRSFANE-19,1.0,0.0,1.0,0.0,1.0,3.0,19.0,25.0,16.0,12.0,11.0,5.0,2019-07-23,fantasia,bambolina
12015FA-18,15.0,47.0,68.0,376.0,37.0,298.0,29.0,0.0,0.0,0.0,0.0,0.0,2018-10-19,fantasia,bambolina
1202NE-17,3.0,8.0,6.0,42.0,7.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,2017-10-12,nero,pantalone lungo
1204NE-17,5.0,5.0,6.0,22.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,2017-10-11,nero,pantalone lungo
12087290FA-19,5.0,5.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2018-12-18,fantasia,gitana
12087291FANE-19,1.0,1.0,4.0,0.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,2019-01-03,fantasia,midi
12087420FANE-19,1.0,0.0,1.0,4.0,5.0,8.0,3.0,5.0,2.0,0.0,0.0,1.0,2019-02-17,fantasia,midi
12088209FA-18,1.0,9.0,16.0,122.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-04,fantasia,gitana
12104209FA-18,5.0,11.0,20.0,104.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-02,fantasia,manica lunga
12105209FA-18,2.0,41.0,8.0,148.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-03,fantasia,bambolina
1213FAAV-17,5.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-18,fantasia,manica lunga
1213FANE-17,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19,fantasia,manica lunga
1213FAVM-17,2.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19,fantasia,manica lunga
12141290FANE-19,1.0,5.0,11.0,0.0,1.0,5.0,6.0,0.0,2.0,4.0,5.0,2.0,2018-12-16,fantasia,lungo
12143237FANE-19,2.0,6.0,4.0,13.0,13.0,14.0,9.0,12.0,7.0,3.0,4.0,2.0,2019-01-12,fantasia,bambolina
12151291FANE-19,4.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,6.0,2019-01-10,fantasia,lungo
12152291FANE-19,9.0,6.0,5.0,7.0,12.0,9.0,11.0,10.0,7.0,1.0,7.0,2.0,2019-01-07,fantasia,manica lunga
12153FA-19,5.0,2.0,0.0,2.0,2.0,0.0,5.0,8.0,3.0,1.0,0.0,0.0,2019-01-16,fantasia,chemisier
12160291FANE-19,13.0,9.0,15.0,5.0,15.0,15.0,12.0,14.0,3.0,2.0,4.0,1.0,2019-01-09,fantasia,bambolina
12163237FANE-19,3.0,1.0,1.0,7.0,5.0,2.0,3.0,8.0,7.0,3.0,2.0,0.0,2019-01-14,fantasia,smanicato
121PJJE-19,8.0,4.0,3.0,8.0,7.0,9.0,13.0,6.0,5.0,3.0,3.0,5.0,2019-07-15,jeans,pantalone lungo
121PJNE-19,6.0,4.0,8.0,5.0,7.0,9.0,6.0,9.0,8.0,8.0,9.0,7.0,2019-07-16,nero,pantalone lungo
12229420FANE-19,1.0,3.0,20.0,22.0,31.0,20.0,23.0,24.0,19.0,14.0,15.0,3.0,2019-02-08,fantasia,bambolina
1227NE-19,1.0,2.0,1.0,1.0,4.0,8.0,10.0,23.0,0.0,0.0,0.0,0.0,2019-10-13,nero,capospalla lungo
1227PE-19,1.0,4.0,0.0,3.0,3.0,5.0,6.0,30.0,0.0,0.0,0.0,0.0,2019-10-10,petrolio,capospalla lungo
1236BE-18,3.0,15.0,23.0,17.0,15.0,14.0,8.0,10.0,11.0,1.0,0.0,0.0,2018-03-30,beige,storta
1236BE-19,2.0,13.0,8.0,17.0,19.0,12.0,9.0,8.0,4.0,3.0,1.0,2.0,2019-01-10,beige,storta
1236BI-17,6.0,12.0,20.0,14.0,19.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-08-15,bianco,storta
1236BX-19,7.0,44.0,21.0,16.0,24.0,17.0,10.0,3.0,11.0,9.0,3.0,2.0,2018-12-15,bordeaux,storta
1236FG-19,18.0,12.0,15.0,17.0,17.0,11.0,10.0,3.0,5.0,5.0,2.0,0.0,2019-01-15,fango,storta
1236FPBE-19,6.0,14.0,15.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-13,beige,storta
1236FX-18,3.0,7.0,13.0,7.0,5.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,2018-03-28,fuxia,storta
1236LBE-17,1.0,13.0,8.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-03,beige,storta
1236LGR-17,19.0,12.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,grigio,storta
1236LRS-19,5.0,38.0,33.0,31.0,43.0,44.0,28.0,11.0,0.0,0.0,0.0,0.0,2019-04-12,rosa,storta
1236LVM-19,4.0,39.0,28.0,46.0,57.0,34.0,40.0,8.0,0.0,0.0,0.0,0.0,2019-04-12,verde militare,storta
1236RS-17,2.0,34.0,30.0,52.0,37.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,2017-04-21,rosa,storta
1236RS-18,2.0,22.0,20.0,21.0,22.0,7.0,9.0,9.0,6.0,3.0,0.0,0.0,2018-03-28,rosa,storta
1236RS-19,1.0,22.0,9.0,5.0,8.0,9.0,6.0,7.0,9.0,9.0,5.0,3.0,2018-12-16,rosa,storta
1237NE-17,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2017-06-20,nero,storta
1237VM-17,1.0,2.0,5.0,3.0,0.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2017-06-18,verde militare,storta
12459FANE-19,3.0,5.0,12.0,15.0,7.0,10.0,18.0,18.0,11.0,11.0,8.0,3.0,2019-02-08,fantasia,fantasia
12459FARS-19,3.0,2.0,1.0,4.0,2.0,2.0,6.0,4.0,2.0,7.0,0.0,3.0,2019-02-08,fantasia,fantasia
12482422FANE-19,1.0,8.0,12.0,10.0,2.0,5.0,6.0,3.0,1.0,0.0,1.0,0.0,2019-03-24,fantasia,manica lunga
12535GI-19,5.0,5.0,10.0,11.0,18.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,2019-03-29,giallo,tubino
12586ST492FANE-19,1.0,4.0,17.0,10.0,12.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,2019-03-31,fantasia,bambolina
12587ST492FANE-19,2.0,17.0,19.0,18.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-03-30,fantasia,manica lunga
1267BI-19,4.0,14.0,12.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-25,bianco,smanicato
1270NE-19,12.0,11.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,nero,capospalla  medio
12717V560FABI-19,16.0,10.0,3.0,6.0,3.0,4.0,4.0,2.0,38.0,40.0,33.0,29.0,2019-06-08,fantasia,storta
12717V560FANE-19,1.0,26.0,5.0,7.0,3.0,3.0,6.0,4.0,1.0,45.0,31.0,25.0,2019-06-02,fantasia,storta
12742V555FABI-19,1.0,3.0,4.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2019-08-03,fantasia,fantasia
12742V555FANE-19,1.0,0.0,0.0,3.0,1.0,4.0,8.0,2.0,2.0,1.0,1.0,0.0,2019-07-10,fantasia,fantasia
12742V560FABI-19,11.0,12.0,10.0,9.0,5.0,7.0,5.0,2.0,67.0,55.0,32.0,19.0,2019-06-03,fantasia,fantasia
12742V560FANE-19,10.0,13.0,7.0,12.0,7.0,4.0,6.0,6.0,82.0,51.0,48.0,22.0,2019-06-04,fantasia,fantasia
12750V576FANE-19,2.0,8.0,4.0,3.0,3.0,0.0,3.0,17.0,26.0,23.0,19.0,15.0,2019-06-19,fantasia,smanicato
12751NE-19,3.0,9.0,9.0,7.0,8.0,9.0,17.0,10.0,10.0,8.0,5.0,5.0,2019-07-20,nero,pantalone lungo
12758V576FANE-19,4.0,9.0,9.0,19.0,16.0,5.0,9.0,10.0,74.0,71.0,48.0,23.0,2019-06-15,fantasia,bambolina
12759V576FANE-19,6.0,8.0,11.0,20.0,17.0,9.0,9.0,1.0,75.0,53.0,37.0,24.0,2019-06-13,fantasia,lungo
12797V589FABI-19,1.0,12.0,14.0,13.0,12.0,4.0,4.0,11.0,49.0,47.0,36.0,22.0,2019-06-15,fantasia,fantasia
12799V471FANE-19,3.0,9.0,10.0,11.0,5.0,8.0,5.0,3.0,4.0,0.0,0.0,0.0,2019-07-26,fantasia,mini
12827V471FANE-19,2.0,7.0,17.0,16.0,13.0,19.0,8.0,9.0,2.0,0.0,2.0,2.0,2019-07-27,fantasia,bambolina
1283BFABL-17,6.0,3.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,fantasia,storta
1283BFANE-17,6.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-08,fantasia,storta
12842D593FANE-19,12.0,17.0,14.0,9.0,17.0,7.0,3.0,46.0,38.0,20.0,17.0,12.0,2019-06-11,fantasia,smanicato
12843D593FANE-19,3.0,8.0,7.0,2.0,5.0,5.0,5.0,4.0,54.0,47.0,42.0,23.0,2019-06-07,fantasia,lungo
12844RS-19,1.0,8.0,9.0,4.0,7.0,4.0,2.0,4.0,29.0,28.0,18.0,23.0,2019-06-08,rosa,bambolina
12845UNCL-19,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,27.0,18.0,19.0,18.0,2019-06-08,cielo,lungo
12855V617FABI-19,3.0,7.0,7.0,4.0,13.0,6.0,5.0,6.0,4.0,0.0,0.0,0.0,2019-07-20,fantasia,fantasia
12855V617FANE-19,1.0,21.0,11.0,12.0,10.0,6.0,8.0,5.0,4.0,3.0,2.0,0.0,2019-07-20,fantasia,fantasia
12857V589FABI-19,4.0,17.0,11.0,18.0,13.0,6.0,6.0,7.0,88.0,56.0,59.0,42.0,2019-06-13,fantasia,fantasia
12860V554FABI-19,1.0,0.0,1.0,0.0,2.0,1.0,0.0,12.0,7.0,8.0,3.0,1.0,2019-06-23,fantasia,manica lunga
12861V554FABI-19,2.0,2.0,2.0,2.0,1.0,3.0,14.0,21.0,18.0,12.0,12.0,2.0,2019-06-26,fantasia,smanicato
12863V554FABI-19,6.0,10.0,9.0,7.0,9.0,7.0,8.0,84.0,77.0,56.0,33.0,15.0,2019-06-21,fantasia,lungo
1287GR-17,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-17,grigio,storta
12881D617FANE-19,9.0,48.0,31.0,51.0,59.0,50.0,33.0,20.0,14.0,12.0,7.0,6.0,2019-07-18,fantasia,bambolina
12890V471FANE-19,3.0,16.0,10.0,11.0,21.0,29.0,21.0,18.0,6.0,0.0,2.0,1.0,2019-07-28,fantasia,lungo
12916V622FA-19,1.0,18.0,21.0,20.0,25.0,16.0,14.0,13.0,7.0,14.0,2.0,0.0,2019-07-19,fantasia,lungo
12917V622FA-19,3.0,21.0,11.0,17.0,12.0,5.0,8.0,5.0,8.0,1.0,0.0,0.0,2019-07-19,fantasia,pantalone lungo
12927D617FANE-19,3.0,13.0,8.0,12.0,8.0,9.0,9.0,3.0,6.0,2.0,3.0,0.0,2019-07-19,fantasia,pantalone lungo
12928D617FANE-19,1.0,22.0,13.0,10.0,15.0,10.0,7.0,5.0,7.0,4.0,0.0,0.0,2019-07-18,fantasia,smanicato
12929D617FANE-19,10.0,36.0,27.0,34.0,56.0,42.0,27.0,26.0,24.0,14.0,1.0,2.0,2019-07-19,fantasia,lungo
12968V555FABI-19,3.0,3.0,6.0,1.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2019-08-05,fantasia,storta
129AFA-18,5.0,3.0,4.0,5.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2018-08-28,fantasia,pantalone lungo
129BFA-18,1.0,7.0,13.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2018-09-02,fantasia,pantalone lungo
1303LBE-18,1.0,3.0,5.0,3.0,6.0,7.0,7.0,6.0,4.0,3.0,2.0,2.0,2018-07-13,beige,storta
13116D1006FANE-19,24.0,22.0,26.0,16.0,13.0,16.0,91.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,fantasia,bambolina
13119ST1007FANE-19,8.0,22.0,24.0,30.0,35.0,32.0,16.0,33.0,14.0,11.0,67.0,0.0,2019-09-20,fantasia,manica lunga
13129ST1010FANE-19,6.0,6.0,7.0,5.0,8.0,2.0,5.0,0.0,2.0,8.0,0.0,0.0,2019-09-23,fantasia,chemisier
13134ST1007FANE-19,16.0,36.0,36.0,57.0,68.0,62.0,94.0,58.0,41.0,31.0,201.0,0.0,2019-09-21,fantasia,bambolina
13135ST1010FANE-19,3.0,13.0,11.0,13.0,14.0,3.0,7.0,4.0,2.0,2.0,8.0,0.0,2019-09-21,fantasia,pantalone lungo
13136D1006FANE-19,7.0,6.0,5.0,6.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,fantasia,smanicato
13137D1006FANE-19,4.0,10.0,3.0,3.0,6.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,fantasia,pantalone lungo
13137ST1076FANE-19,12.0,13.0,8.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28,fantasia,pantalone lungo
13138D1006FANE-19,19.0,12.0,13.0,15.0,23.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,2019-10-14,fantasia,manica lunga
13149ST1007FANE-19,5.0,20.0,12.0,10.0,4.0,6.0,3.0,3.0,3.0,0.0,5.0,0.0,2019-09-21,fantasia,lungo
13290ST1077FANE-19,13.0,21.0,18.0,12.0,15.0,16.0,6.0,1.0,115.0,0.0,0.0,0.0,2019-10-02,fantasia,trapezio
13291ST1077FANE-19,8.0,16.0,5.0,5.0,2.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,2019-10-03,fantasia,smanicato
13292ST1077FANE-19,8.0,0.0,6.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,2019-10-07,fantasia,pantalone lungo
13293ST1076FANE-19,6.0,3.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,fantasia,chemisier
13294ST1076FANE-19,18.0,11.0,9.0,11.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,fantasia,chemisier
13312NE-19,5.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-11,nero,tinta unita
141NE-19,5.0,6.0,4.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,15.0,0.0,2019-09-20,nero,smanicato
1603NE-19,6.0,13.0,7.0,18.0,14.0,5.0,25.0,4.0,10.0,0.0,0.0,0.0,2019-04-03,nero,manica lunga
1608G2762BJE-17,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-04-03,jeans,pantalone lungo
161AFA-18,15.0,11.0,10.0,8.0,11.0,10.0,10.0,3.0,3.0,0.0,5.0,1.0,2018-08-28,fantasia,bambolina
16256NE-19,6.0,10.0,4.0,8.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,nero,pantalone lungo
16256VM-19,12.0,6.0,14.0,10.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-04-17,verde militare,pantalone lungo
16365JE-19,9.0,17.0,15.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-26,jeans,pantalone lungo
16365NE-19,1.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-10,nero,pantalone lungo
16365VM-19,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-14,verde militare,pantalone lungo
16529BI-19,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-19,bianco,manica lunga
16529FA-19,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-16,fantasia,manica lunga
1653CRS-17,1.0,4.0,11.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2017-04-23,rosa,smanicato
1655FR-17,3.0,3.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-05,fragola,smanicato
1659BE-17,3.0,7.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,2017-06-06,beige,smanicato
1659L2VM-18,2.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2018-06-29,verde militare,smanicato
1659LAM-18,6.0,5.0,10.0,6.0,3.0,2.0,3.0,4.0,2.0,42.0,26.0,12.0,2018-06-05,amarena,smanicato
1659LAV-18,2.0,14.0,8.0,9.0,4.0,6.0,3.0,5.0,4.0,2.0,59.0,49.0,2018-06-02,avion,smanicato
1659LBI-18,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,7.0,1.0,53.0,24.0,2018-06-02,bianco,smanicato
1659LNE-18,1.0,9.0,9.0,12.0,3.0,10.0,10.0,3.0,2.0,1.0,29.0,10.0,2018-06-02,nero,smanicato
1659LVM-18,4.0,8.0,13.0,11.0,6.0,5.0,7.0,5.0,1.0,2.0,43.0,17.0,2018-06-02,verde militare,smanicato
1659NE-17,2.0,5.0,3.0,9.0,6.0,7.0,4.0,4.0,2.0,4.0,3.0,2.0,2017-06-07,nero,smanicato
1659RS-17,5.0,4.0,7.0,7.0,9.0,1.0,4.0,3.0,0.0,5.0,1.0,0.0,2017-06-07,rosa,smanicato
1659VM-17,2.0,10.0,8.0,8.0,9.0,9.0,5.0,7.0,6.0,0.0,0.0,0.0,2017-06-02,verde militare,smanicato
1672BE-18,5.0,13.0,15.0,4.0,8.0,5.0,2.0,4.0,5.0,8.0,1.0,2.0,2017-12-08,beige,storta
1672GR-18,4.0,23.0,33.0,9.0,10.0,8.0,5.0,6.0,5.0,5.0,6.0,4.0,2017-12-06,grigio,storta
1672RS-18,6.0,15.0,18.0,8.0,4.0,7.0,5.0,5.0,1.0,7.0,5.0,3.0,2017-12-06,rosa,storta
1677LNE-18,6.0,10.0,10.0,13.0,6.0,13.0,120.0,16.0,0.0,0.0,0.0,0.0,2018-10-11,nero,manica lunga
16809NE-17,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,0.0,11.0,17.0,2017-02-06,nero,capospalla corto
16814NE-17,6.0,0.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2017-04-05,nero,capospalla corto
16853NE-17,1.0,4.0,6.0,3.0,3.0,2.0,1.0,43.0,20.0,15.0,11.0,16.0,2017-02-19,nero,capospalla corto
16861NE-17,2.0,20.0,17.0,19.0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-04-08,nero,capospalla corto
16861VM-17,2.0,13.0,12.0,14.0,10.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,2017-04-08,verde militare,capospalla corto
16877NE-17,1.0,2.0,2.0,8.0,26.0,10.0,15.0,5.0,5.0,6.0,8.0,3.0,2017-02-25,nero,capospalla corto
16896NE-17,2.0,0.0,1.0,16.0,5.0,14.0,8.0,7.0,4.0,7.0,3.0,2.0,2017-03-09,nero,capospalla corto
16897BI-17,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-09,nero,capospalla corto
168BISNE-19,3.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,2019-10-01,nero,smanicato
16F191R410JE-17,1.0,2.0,3.0,4.0,3.0,2.0,4.0,8.0,4.0,20.0,27.0,28.0,2017-07-29,jeans,pantalone lungo
16PE7517NE-17,2.0,1.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,7.0,2017-02-11,nero,capospalla corto
170290BI-19,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-19,bianco,manica lunga
170290FA-19,5.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-17,fantasia,manica lunga
1705LBE-17,10.0,15.0,16.0,8.0,19.0,4.0,8.0,6.0,14.0,6.0,6.0,2.0,2016-12-06,beige,manica lunga
1705LGR-17,17.0,21.0,31.0,13.0,16.0,11.0,5.0,7.0,16.0,17.0,11.0,7.0,2016-12-05,grigio,manica lunga
1705LRS-17,1.0,12.0,22.0,20.0,8.0,13.0,10.0,7.0,4.0,15.0,27.0,8.0,2016-12-04,rosa,manica lunga
17190FIOREFABI-19,8.0,21.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-10,fantasia,manica lunga
17190RIGAFA-19,2.0,12.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11,fantasia,manica lunga
17209JE-19,5.0,3.0,6.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-26,jeans,shorts
17213BE-17,17.0,11.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,beige,storta
17213GR-17,19.0,16.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,grigio,storta
1721BE-18,18.0,16.0,19.0,26.0,559.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,beige,storta
1721GR-18,14.0,24.0,31.0,41.0,628.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-22,grigio,storta
1721LBE-19,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-25,beige,storta
1721LGR-19,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-25,grigio,storta
1721LNE-19,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26,nero,storta
17272BI-19,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-18,bianco,smanicato
1727FAAV-18,4.0,17.0,15.0,14.0,17.0,6.0,7.0,11.0,8.0,5.0,1.0,0.0,2018-03-20,fantasia,storta
1727FARS-18,4.0,13.0,12.0,11.0,8.0,10.0,2.0,3.0,3.0,0.0,0.0,0.0,2018-03-20,fantasia,storta
1727LFAAV-17,1.0,20.0,18.0,45.0,27.0,20.0,23.0,16.0,14.0,11.0,11.0,10.0,2017-03-03,fantasia,storta
1727LFARS-17,2.0,9.0,18.0,29.0,28.0,18.0,21.0,10.0,13.0,8.0,8.0,7.0,2017-03-04,fantasia,storta
17593NE-19,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2019-03-08,nero,manica lunga
17593RO-19,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2019-03-09,rosso,manica lunga
17597AV-19,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-12,avion,smanicato
17597BI-19,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-13,bianco,smanicato
17597GI-19,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-12,giallo,smanicato
17597VM-19,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11,verde militare,smanicato
1772BE-17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-24,beige,storta
1772FR-17,8.0,6.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-04,fragola,storta
17793FA-17,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-13,fantasia,manica lunga
1780BE-17,1.0,8.0,15.0,13.0,4.0,15.0,4.0,3.0,4.0,3.0,2.0,1.0,2016-12-03,beige,manica lunga
1780GR-17,1.0,7.0,16.0,13.0,14.0,6.0,2.0,3.0,4.0,3.0,3.0,0.0,2016-12-02,grigio,manica lunga
1780RS-17,6.0,13.0,9.0,7.0,7.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,2016-12-05,rosa,manica lunga
17F241R400JE-17,1.0,1.0,3.0,10.0,8.0,8.0,9.0,9.0,7.0,8.0,2.0,3.0,2017-07-19,jeans,pantalone lungo
18002FABL-19,4.0,21.0,22.0,14.0,16.0,21.0,14.0,16.0,8.0,5.0,7.0,10.0,2019-01-03,fantasia,storta
18002FARS-19,5.0,23.0,31.0,10.0,17.0,18.0,14.0,13.0,15.0,10.0,13.0,2.0,2019-01-03,fantasia,storta
18010FABE-18,1.0,3.0,10.0,3.0,7.0,99.0,25.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,fantasia,storta
18010FANE-18,5.0,10.0,5.0,6.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-23,fantasia,storta
18023CM-18,6.0,7.0,3.0,7.0,7.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,2018-10-16,cammello,spolver lungo
18023CM-19,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-16,cammello,spolver lungo
18023GR-18,8.0,8.0,6.0,12.0,8.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,2018-10-16,grigio,spolver lungo
18023NE-18,4.0,21.0,10.0,21.0,144.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-26,nero,spolver lungo
18023NE-19,6.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-11,nero,spolver lungo
1802LNE-18,2.0,2.0,8.0,10.0,1.0,6.0,3.0,4.0,1.0,2.0,61.0,48.0,2018-06-02,nero,storta
1802LRS-18,1.0,2.0,4.0,2.0,4.0,5.0,1.0,0.0,1.0,75.0,63.0,51.0,2018-06-09,rosa,storta
18034FANE-18,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,fantasia,manica lunga
18042BFAGR-18,8.0,4.0,7.0,8.0,142.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-22,fantasia,storta
18042BFASE-18,1.0,11.0,10.0,9.0,11.0,152.0,33.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,fantasia,storta
